A Abreviation,Dog,H Abreviation,Matchup ID,Schedule Date,Schedule Playoff,Schedule Week,Stadium,Team Favorite Id,Team ID,Team's playing,Team_Season,Opponent Score,Schedule Season,Score Away,Score Home,Spread,Team Score
CLE,CLE,NO,CLENO,11/24/2002,FALSE,12,Louisiana Superdome,NO,CLE,CLE@NO,2002_CLE,15,2002,24,15,5.5,24
GB,GB,PHI,GBPHI,11/28/2016,FALSE,12,Lincoln Financial Field,PHI,GB,GB@PHI,2016_GB,13,2016,27,13,4,27
GB,GB,PHI,GBPHI,11/28/2016,FALSE,12,Lincoln Financial Field,PHI,PHI,GB@PHI,2016_PHI,27,2016,27,13,-4,13
MIA,MIA,IND,INDMIA,11/26/2000,FALSE,13,RCA Dome,IND,MIA,MIA@IND,2000_MIA,14,2000,17,14,5.5,17
CLE,CLE,MIA,CLEMIA,12/5/2010,FALSE,13,Sun Life Stadium,MIA,CLE,CLE@MIA,2010_CLE,10,2010,13,10,6,13
CLE,CLE,MIA,CLEMIA,12/5/2010,FALSE,13,Sun Life Stadium,MIA,MIA,CLE@MIA,2010_MIA,13,2010,13,10,-6,10
WAS,WAS,PIT,PITWAS,12/7/2020,FALSE,13,Heinz Field,PIT,PIT,WAS@PIT,2020_PIT,23,2020,23,17,-6,17
WAS,WAS,PIT,PITWAS,12/7/2020,FALSE,13,Heinz Field,PIT,WAS,WAS@PIT,2020_WAS,17,2020,23,17,6,23
CHI,CHI,CIN,CHICIN,12/10/2017,FALSE,14,Paul Brown Stadium,CIN,CHI,CHI@CIN,2017_CHI,7,2017,33,7,6,33
CHI,CHI,CIN,CHICIN,12/10/2017,FALSE,14,Paul Brown Stadium,CIN,CIN,CHI@CIN,2017_CIN,33,2017,33,7,-6,7
TEN,TEN,LVR,LVRTEN,12/22/2001,FALSE,15,Oakland Coliseum,LVR,TEN,TEN@LVR,2001_TEN,10,2001,13,10,6,13
CAR,CAR,HOU,CARHOU,12/18/2011,FALSE,15,Reliant Stadium,HOU,CAR,CAR@HOU,2011_CAR,13,2011,28,13,6,28
CAR,CAR,HOU,CARHOU,12/18/2011,FALSE,15,Reliant Stadium,HOU,HOU,CAR@HOU,2011_HOU,28,2011,28,13,-6,13
BAL,BAL,DET,BALDET,12/16/2013,FALSE,15,Ford Field,DET,BAL,BAL@DET,2013_BAL,16,2013,18,16,5.5,18
BAL,BAL,DET,BALDET,12/16/2013,FALSE,15,Ford Field,DET,DET,BAL@DET,2013_DET,18,2013,18,16,-5.5,16
IND,IND,MIN,INDMIN,12/18/2016,FALSE,15,U.S. Bank Stadium,MIN,IND,IND@MIN,2016_IND,6,2016,34,6,5,34
IND,IND,MIN,INDMIN,12/18/2016,FALSE,15,U.S. Bank Stadium,MIN,MIN,IND@MIN,2016_MIN,34,2016,34,6,-5,6
TEN,TEN,KC,KCTEN,12/18/2016,FALSE,15,Arrowhead Stadium,KC,KC,TEN@KC,2016_KC,19,2016,19,17,-6,17
TEN,TEN,KC,KCTEN,12/18/2016,FALSE,15,Arrowhead Stadium,KC,TEN,TEN@KC,2016_TEN,17,2016,19,17,6,19
PIT,PIT,TB,PITTB,12/23/2002,FALSE,16,Raymond James Stadium,TB,PIT,PIT@TB,2002_PIT,7,2002,17,7,4.5,17
SEA,SEA,DAL,DALSEA,12/24/2017,FALSE,16,AT&T Stadium,DAL,DAL,SEA@DAL,2017_DAL,21,2017,21,12,-4.5,12
SEA,SEA,DAL,DALSEA,12/24/2017,FALSE,16,AT&T Stadium,DAL,SEA,SEA@DAL,2017_SEA,12,2017,21,12,4.5,21
BAL,BAL,LAC,BALLAC,12/22/2018,FALSE,16,StubHub Center,LAC,BAL,BAL@LAC,2018_BAL,10,2018,22,10,4,22
BAL,BAL,LAC,BALLAC,12/22/2018,FALSE,16,StubHub Center,LAC,LAC,BAL@LAC,2018_LAC,22,2018,22,10,-4,10
NO,NO,PHI,NOPHI,1/1/2023,FALSE,17,Lincoln Financial Field,PHI,NO,NO@PHI,2022_NO,10,2022,20,10,5,20
NO,NO,PHI,NOPHI,1/1/2023,FALSE,17,Lincoln Financial Field,PHI,PHI,NO@PHI,2022_PHI,20,2022,20,10,-5,10
PIT,PIT,BUF,BUFPIT,9/12/2021,FALSE,1,Highmark Stadium,BUF,BUF,PIT@BUF,2021_BUF,23,2021,23,16,-6.5,16
PIT,PIT,BUF,BUFPIT,9/12/2021,FALSE,1,Highmark Stadium,BUF,PIT,PIT@BUF,2021_PIT,16,2021,23,16,6.5,23
HOU,HOU,CIN,CINHOU,9/14/2017,FALSE,2,Paul Brown Stadium,CIN,CIN,HOU@CIN,2017_CIN,13,2017,13,9,-6.5,9
HOU,HOU,CIN,CINHOU,9/14/2017,FALSE,2,Paul Brown Stadium,CIN,HOU,HOU@CIN,2017_HOU,9,2017,13,9,6.5,13
CAR,CAR,MIN,CARMIN,9/22/2002,FALSE,3,Hubert H. Humphrey Metrodome,MIN,CAR,CAR@MIN,2002_CAR,14,2002,21,14,6.5,21
DEN,DEN,NE,DENNE,9/24/2006,FALSE,3,Gillette Stadium,NE,DEN,DEN@NE,2006_DEN,7,2006,17,7,6.5,17
DEN,DEN,NE,DENNE,9/24/2006,FALSE,3,Gillette Stadium,NE,NE,DEN@NE,2006_NE,17,2006,17,7,-6.5,7
MIN,MIN,CAR,CARMIN,9/25/2016,FALSE,3,Bank of America Stadium,CAR,CAR,MIN@CAR,2016_CAR,22,2016,22,10,-6.5,10
MIN,MIN,CAR,CARMIN,9/25/2016,FALSE,3,Bank of America Stadium,CAR,MIN,MIN@CAR,2016_MIN,10,2016,22,10,6.5,22
CAR,CAR,LAC,CARLAC,9/27/2020,FALSE,3,SoFi Stadium,LAC,CAR,CAR@LAC,2020_CAR,16,2020,21,16,6.5,21
CAR,CAR,LAC,CARLAC,9/27/2020,FALSE,3,SoFi Stadium,LAC,LAC,CAR@LAC,2020_LAC,21,2020,21,16,-6.5,16
DAL,DAL,CAR,CARDAL,10/1/2000,FALSE,5,Bank of America Stadium,CAR,DAL,DAL@CAR,2000_DAL,13,2000,16,13,6.5,16
DET,DET,ATL,ATLDET,10/10/2004,FALSE,5,Georgia Dome,ATL,ATL,DET@ATL,2004_ATL,17,2004,17,10,-6.5,10
DET,DET,ATL,ATLDET,10/10/2004,FALSE,5,Georgia Dome,ATL,DET,DET@ATL,2004_DET,10,2004,17,10,6.5,17
KC,KC,WAS,KCWAS,10/18/2009,FALSE,6,FedEx Field,WAS,KC,KC@WAS,2009_KC,6,2009,14,6,6.5,14
KC,KC,WAS,KCWAS,10/18/2009,FALSE,6,FedEx Field,WAS,WAS,KC@WAS,2009_WAS,14,2009,14,6,-6.5,6
NYJ,NYJ,NO,NONYJ,11/4/2001,FALSE,8,Louisiana Superdome,NO,NYJ,NYJ@NO,2001_NYJ,9,2001,16,9,6.5,16
NYG,NYG,MIN,MINNYG,10/31/2004,FALSE,8,Hubert H. Humphrey Metrodome,MIN,MIN,NYG@MIN,2004_MIN,34,2004,34,13,-6.5,13
NYG,NYG,MIN,MINNYG,10/31/2004,FALSE,8,Hubert H. Humphrey Metrodome,MIN,NYG,NYG@MIN,2004_NYG,13,2004,34,13,6.5,34
GB,GB,ARI,ARIGB,10/28/2021,FALSE,8,State Farm Stadium,ARI,ARI,GB@ARI,2021_ARI,24,2021,24,21,-6.5,21
GB,GB,ARI,ARIGB,10/28/2021,FALSE,8,State Farm Stadium,ARI,GB,GB@ARI,2021_GB,21,2021,24,21,6.5,24
DEN,DEN,ATL,ATLDEN,11/16/2008,FALSE,11,Georgia Dome,ATL,ATL,DEN@ATL,2008_ATL,24,2008,24,20,-6.5,20
DEN,DEN,ATL,ATLDEN,11/16/2008,FALSE,11,Georgia Dome,ATL,DEN,DEN@ATL,2008_DEN,20,2008,24,20,6.5,24
TB,TB,WAS,TBWAS,11/16/2014,FALSE,11,FedEx Field,WAS,TB,TB@WAS,2014_TB,7,2014,27,7,6.5,27
TB,TB,WAS,TBWAS,11/16/2014,FALSE,11,FedEx Field,WAS,WAS,TB@WAS,2014_WAS,27,2014,27,7,-6.5,7
BUF,BUF,WAS,BUFWAS,12/2/2007,FALSE,13,FedEx Field,WAS,BUF,BUF@WAS,2007_BUF,16,2007,17,16,6.5,17
BUF,BUF,WAS,BUFWAS,12/2/2007,FALSE,13,FedEx Field,WAS,WAS,BUF@WAS,2007_WAS,17,2007,17,16,-6.5,16
ATL,ATL,LAC,ATLLAC,11/30/2008,FALSE,13,Qualcomm Stadium,LAC,ATL,ATL@LAC,2008_ATL,16,2008,22,16,6.5,22
ATL,ATL,LAC,ATLLAC,11/30/2008,FALSE,13,Qualcomm Stadium,LAC,LAC,ATL@LAC,2008_LAC,22,2008,22,16,-6.5,16
SF,SF,BUF,BUFSF,11/30/2008,FALSE,13,Ralph Wilson Stadium,BUF,BUF,SF@BUF,2008_BUF,10,2008,10,3,-6.5,3
SF,SF,BUF,BUFSF,11/30/2008,FALSE,13,Ralph Wilson Stadium,BUF,SF,SF@BUF,2008_SF,3,2008,10,3,6.5,10
DET,DET,NO,DETNO,12/4/2016,FALSE,13,Louisiana Superdome,NO,DET,DET@NO,2016_DET,13,2016,28,13,6.5,28
DET,DET,NO,DETNO,12/4/2016,FALSE,13,Louisiana Superdome,NO,NO,DET@NO,2016_NO,28,2016,28,13,-6.5,13
BUF,BUF,DAL,BUFDAL,11/28/2019,FALSE,13,AT&T Stadium,DAL,BUF,BUF@DAL,2019_BUF,15,2019,26,15,6.5,26
BUF,BUF,DAL,BUFDAL,11/28/2019,FALSE,13,AT&T Stadium,DAL,DAL,BUF@DAL,2019_DAL,26,2019,26,15,-6.5,15
SEA,SEA,MIN,MINSEA,12/12/2004,FALSE,14,Hubert H. Humphrey Metrodome,MIN,MIN,SEA@MIN,2004_MIN,27,2004,27,23,-6.5,23
SEA,SEA,MIN,MINSEA,12/12/2004,FALSE,14,Hubert H. Humphrey Metrodome,MIN,SEA,SEA@MIN,2004_SEA,23,2004,27,23,6.5,27
TB,TB,SEA,SEATB,12/20/2009,FALSE,15,CenturyLink Field,SEA,SEA,TB@SEA,2009_SEA,24,2009,24,7,-6.5,7
TB,TB,SEA,SEATB,12/20/2009,FALSE,15,CenturyLink Field,SEA,TB,TB@SEA,2009_TB,7,2009,24,7,6.5,24
JAX,JAX,LVR,JAXLVR,12/15/2019,FALSE,15,Oakland Coliseum,LVR,JAX,JAX@LVR,2019_JAX,16,2019,20,16,6.5,20
JAX,JAX,LVR,JAXLVR,12/15/2019,FALSE,15,Oakland Coliseum,LVR,LVR,JAX@LVR,2019_LVR,20,2019,20,16,-6.5,16
DET,DET,NYJ,DETNYJ,12/17/2000,FALSE,16,Giants Stadium,NYJ,DET,DET@NYJ,2000_DET,7,2000,10,7,6.5,10
DEN,DEN,IND,DENIND,12/21/2003,FALSE,16,RCA Dome,IND,DEN,DEN@IND,2003_DEN,17,2003,31,17,6.5,31
DEN,DEN,IND,DENIND,12/21/2003,FALSE,16,RCA Dome,IND,IND,DEN@IND,2003_IND,31,2003,31,17,-6.5,17
WAS,WAS,JAX,JAXWAS,12/26/2010,FALSE,16,EverBank Field,JAX,JAX,WAS@JAX,2010_JAX,20,2010,20,17,-6.5,17
WAS,WAS,JAX,JAXWAS,12/26/2010,FALSE,16,EverBank Field,JAX,WAS,WAS@JAX,2010_WAS,17,2010,20,17,6.5,20
ARI,ARI,DAL,ARIDAL,1/2/2022,FALSE,17,AT&T Stadium,DAL,ARI,ARI@DAL,2021_ARI,22,2021,25,22,6.5,25
ARI,ARI,DAL,ARIDAL,1/2/2022,FALSE,17,AT&T Stadium,DAL,DAL,ARI@DAL,2021_DAL,25,2021,25,22,-6.5,22
BUF,BUF,CHI,BUFCHI,9/7/2014,FALSE,1,Soldier Field,CHI,BUF,BUF@CHI,2014_BUF,20,2014,23,20,7,23
BUF,BUF,CHI,BUFCHI,9/7/2014,FALSE,1,Soldier Field,CHI,CHI,BUF@CHI,2014_CHI,23,2014,23,20,-7,20
CAR,CAR,KC,CARKC,9/19/2004,FALSE,2,Arrowhead Stadium,KC,CAR,CAR@KC,2004_CAR,17,2004,28,17,7,28
CAR,CAR,KC,CARKC,9/19/2004,FALSE,2,Arrowhead Stadium,KC,KC,CAR@KC,2004_KC,28,2004,28,17,-7,17
CLE,CLE,SF,CLESF,9/21/2003,FALSE,3,Candlestick Park,SF,CLE,CLE@SF,2003_CLE,12,2003,13,12,7,13
HOU,HOU,KC,HOUKC,9/26/2004,FALSE,3,Arrowhead Stadium,KC,HOU,HOU@KC,2004_HOU,21,2004,24,21,7.5,24
HOU,HOU,KC,HOUKC,9/26/2004,FALSE,3,Arrowhead Stadium,KC,KC,HOU@KC,2004_KC,24,2004,24,21,-7.5,21
NYG,NYG,GB,GBNYG,10/3/2004,FALSE,4,Lambeau Field,GB,GB,NYG@GB,2004_GB,14,2004,14,7,-7,7
NYG,NYG,GB,GBNYG,10/3/2004,FALSE,4,Lambeau Field,GB,NYG,NYG@GB,2004_NYG,7,2004,14,7,7,14
NYG,NYG,SF,NYGSF,10/14/2012,FALSE,6,Candlestick Park,SF,NYG,NYG@SF,2012_NYG,3,2012,26,3,7,26
NYG,NYG,SF,NYGSF,10/14/2012,FALSE,6,Candlestick Park,SF,SF,NYG@SF,2012_SF,26,2012,26,3,-7,3
NYJ,NYJ,GB,GBNYJ,10/16/2022,FALSE,6,Lambeau Field,GB,GB,NYJ@GB,2022_GB,27,2022,27,10,-7.5,10
NYJ,NYJ,GB,GBNYJ,10/16/2022,FALSE,6,Lambeau Field,GB,NYJ,NYJ@GB,2022_NYJ,10,2022,27,10,7.5,27
BUF,BUF,CAR,BUFCAR,10/25/2009,FALSE,7,Bank of America Stadium,CAR,BUF,BUF@CAR,2009_BUF,9,2009,20,9,7,20
BUF,BUF,CAR,BUFCAR,10/25/2009,FALSE,7,Bank of America Stadium,CAR,CAR,BUF@CAR,2009_CAR,20,2009,20,9,-7,9
CLE,CLE,JAX,CLEJAX,10/26/2008,FALSE,8,EverBank Field,JAX,CLE,CLE@JAX,2008_CLE,17,2008,23,17,7,23
CLE,CLE,JAX,CLEJAX,10/26/2008,FALSE,8,EverBank Field,JAX,JAX,CLE@JAX,2008_JAX,23,2008,23,17,-7,17
TEN,TEN,LAR,LARTEN,11/7/2021,FALSE,9,SoFi Stadium,LAR,LAR,TEN@LAR,2021_LAR,28,2021,28,16,-7,16
TEN,TEN,LAR,LARTEN,11/7/2021,FALSE,9,SoFi Stadium,LAR,TEN,TEN@LAR,2021_TEN,16,2021,28,16,7,28
CLE,CLE,ATL,ATLCLE,11/12/2006,FALSE,10,Georgia Dome,ATL,ATL,CLE@ATL,2006_ATL,17,2006,17,13,-7.5,13
CLE,CLE,ATL,ATLCLE,11/12/2006,FALSE,10,Georgia Dome,ATL,CLE,CLE@ATL,2006_CLE,13,2006,17,13,7.5,17
TEN,TEN,MIA,MIATEN,11/11/2012,FALSE,10,Sun Life Stadium,MIA,MIA,TEN@MIA,2012_MIA,37,2012,37,3,-7,3
TEN,TEN,MIA,MIATEN,11/11/2012,FALSE,10,Sun Life Stadium,MIA,TEN,TEN@MIA,2012_TEN,3,2012,37,3,7,37
ARI,ARI,LAC,ARILAC,11/25/2001,FALSE,11,Qualcomm Stadium,LAC,ARI,ARI@LAC,2001_ARI,17,2001,20,17,7,20
HOU,HOU,BUF,BUFHOU,11/16/2003,FALSE,11,Ralph Wilson Stadium,BUF,HOU,HOU@BUF,2003_HOU,10,2003,12,10,7,12
WAS,WAS,TEN,TENWAS,11/21/2010,FALSE,11,Nissan Stadium,TEN,TEN,WAS@TEN,2010_TEN,19,2010,19,16,-7,16
WAS,WAS,TEN,TENWAS,11/21/2010,FALSE,11,Nissan Stadium,TEN,WAS,WAS@TEN,2010_WAS,16,2010,19,16,7,19
TB,TB,KC,KCTB,11/20/2016,FALSE,11,Arrowhead Stadium,KC,KC,TB@KC,2016_KC,19,2016,19,17,-7,17
TB,TB,KC,KCTB,11/20/2016,FALSE,11,Arrowhead Stadium,KC,TB,TB@KC,2016_TB,17,2016,19,17,7,19
TB,TB,DET,DETTB,11/24/2013,FALSE,12,Ford Field,DET,DET,TB@DET,2013_DET,24,2013,24,21,-7,21
TB,TB,DET,DETTB,11/24/2013,FALSE,12,Ford Field,DET,TB,TB@DET,2013_TB,21,2013,24,21,7,24
CAR,CAR,CLE,CARCLE,12/1/2002,FALSE,13,FirstEnergy Stadium,CLE,CAR,CAR@CLE,2002_CAR,6,2002,13,6,7.5,13
NO,NO,DAL,DALNO,12/12/2004,FALSE,14,Texas Stadium,DAL,DAL,NO@DAL,2004_DAL,27,2004,27,13,-7,13
NO,NO,DAL,DALNO,12/12/2004,FALSE,14,Texas Stadium,DAL,NO,NO@DAL,2004_NO,13,2004,27,13,7,27
HOU,HOU,GB,GBHOU,12/7/2008,FALSE,14,Lambeau Field,GB,GB,HOU@GB,2008_GB,24,2008,24,21,-7,21
HOU,HOU,GB,GBHOU,12/7/2008,FALSE,14,Lambeau Field,GB,HOU,HOU@GB,2008_HOU,21,2008,24,21,7,24
PHI,PHI,TB,PHITB,12/9/2012,FALSE,14,Raymond James Stadium,TB,PHI,PHI@TB,2012_PHI,21,2012,23,21,7,23
PHI,PHI,TB,PHITB,12/9/2012,FALSE,14,Raymond James Stadium,TB,TB,PHI@TB,2012_TB,23,2012,23,21,-7,21
LAC,LAC,IND,INDLAC,12/18/2005,FALSE,15,RCA Dome,IND,IND,LAC@IND,2005_IND,26,2005,26,17,-7.5,17
LAC,LAC,IND,INDLAC,12/18/2005,FALSE,15,RCA Dome,IND,LAC,LAC@IND,2005_LAC,17,2005,26,17,7.5,26
ATL,ATL,NYJ,ATLNYJ,12/20/2009,FALSE,15,Giants Stadium,NYJ,ATL,ATL@NYJ,2009_ATL,7,2009,10,7,7,10
ATL,ATL,NYJ,ATLNYJ,12/20/2009,FALSE,15,Giants Stadium,NYJ,NYJ,ATL@NYJ,2009_NYJ,10,2009,10,7,-7,7
DAL,DAL,NO,DALNO,12/19/2009,FALSE,15,Louisiana Superdome,NO,DAL,DAL@NO,2009_DAL,17,2009,24,17,7.5,24
DAL,DAL,NO,DALNO,12/19/2009,FALSE,15,Louisiana Superdome,NO,NO,DAL@NO,2009_NO,24,2009,24,17,-7.5,17
CAR,CAR,WAS,CARWAS,12/19/2016,FALSE,15,FedEx Field,WAS,CAR,CAR@WAS,2016_CAR,15,2016,26,15,7,26
CAR,CAR,WAS,CARWAS,12/19/2016,FALSE,15,FedEx Field,WAS,WAS,CAR@WAS,2016_WAS,26,2016,26,15,-7,15
WAS,WAS,JAX,JAXWAS,12/16/2018,FALSE,15,TIAA Bank Field,JAX,JAX,WAS@JAX,2018_JAX,16,2018,16,13,-7.5,13
WAS,WAS,JAX,JAXWAS,12/16/2018,FALSE,15,TIAA Bank Field,JAX,WAS,WAS@JAX,2018_WAS,13,2018,16,13,7.5,16
MIN,MIN,HOU,HOUMIN,12/23/2012,FALSE,16,Reliant Stadium,HOU,HOU,MIN@HOU,2012_HOU,23,2012,23,6,-7.5,6
MIN,MIN,HOU,HOUMIN,12/23/2012,FALSE,16,Reliant Stadium,HOU,MIN,MIN@HOU,2012_MIN,6,2012,23,6,7.5,23
IND,IND,KC,INDKC,12/22/2013,FALSE,16,Arrowhead Stadium,KC,IND,IND@KC,2013_IND,7,2013,23,7,7,23
IND,IND,KC,INDKC,12/22/2013,FALSE,16,Arrowhead Stadium,KC,KC,IND@KC,2013_KC,23,2013,23,7,-7,7
KC,KC,NO,KCNO,9/23/2012,FALSE,3,Louisiana Superdome,NO,KC,KC@NO,2012_KC,24,2012,27,24,8.5,27
KC,KC,NO,KCNO,9/23/2012,FALSE,3,Louisiana Superdome,NO,NO,KC@NO,2012_NO,27,2012,27,24,-8.5,24
BUF,BUF,ATL,ATLBUF,10/1/2017,FALSE,4,Georgia Dome,ATL,ATL,BUF@ATL,2017_ATL,23,2017,23,17,-8,17
BUF,BUF,ATL,ATLBUF,10/1/2017,FALSE,4,Georgia Dome,ATL,BUF,BUF@ATL,2017_BUF,17,2017,23,17,8,23
JAX,JAX,PIT,JAXPIT,10/8/2017,FALSE,5,Heinz Field,PIT,JAX,JAX@PIT,2017_JAX,9,2017,30,9,8.5,30
JAX,JAX,PIT,JAXPIT,10/8/2017,FALSE,5,Heinz Field,PIT,PIT,JAX@PIT,2017_PIT,30,2017,30,9,-8.5,9
PIT,PIT,NYJ,NYJPIT,10/8/2000,FALSE,6,Giants Stadium,NYJ,PIT,PIT@NYJ,2000_PIT,3,2000,20,3,8,20
BUF,BUF,JAX,BUFJAX,10/18/2001,FALSE,6,EverBank Field,JAX,BUF,BUF@JAX,2001_BUF,10,2001,13,10,9,13
DEN,DEN,NE,DENNE,10/18/2020,FALSE,6,Gillette Stadium,NE,DEN,DEN@NE,2020_DEN,12,2020,18,12,8,18
DEN,DEN,NE,DENNE,10/18/2020,FALSE,6,Gillette Stadium,NE,NE,DEN@NE,2020_NE,18,2020,18,12,-8,12
ARI,ARI,NYG,ARINYG,10/25/2009,FALSE,7,Giants Stadium,NYG,ARI,ARI@NYG,2009_ARI,17,2009,24,17,8,24
ARI,ARI,NYG,ARINYG,10/25/2009,FALSE,7,Giants Stadium,NYG,NYG,ARI@NYG,2009_NYG,24,2009,24,17,-8,17
JAX,JAX,PHI,JAXPHI,10/29/2006,FALSE,8,Lincoln Financial Field,PHI,JAX,JAX@PHI,2006_JAX,6,2006,13,6,8,13
JAX,JAX,PHI,JAXPHI,10/29/2006,FALSE,8,Lincoln Financial Field,PHI,PHI,JAX@PHI,2006_PHI,13,2006,13,6,-8,6
NYG,NYG,NE,NENYG,11/6/2011,FALSE,9,Gillette Stadium,NE,NE,NYG@NE,2011_NE,24,2011,24,20,-9,20
NYG,NYG,NE,NENYG,11/6/2011,FALSE,9,Gillette Stadium,NE,NYG,NYG@NE,2011_NYG,20,2011,24,20,9,24
WAS,WAS,SEA,SEAWAS,11/5/2017,FALSE,9,CenturyLink Field,SEA,SEA,WAS@SEA,2017_SEA,17,2017,17,14,-8,14
WAS,WAS,SEA,SEAWAS,11/5/2017,FALSE,9,CenturyLink Field,SEA,WAS,WAS@SEA,2017_WAS,14,2017,17,14,8,17
WAS,WAS,DEN,DENWAS,11/18/2001,FALSE,10,Sports Authority Field at Mile High,DEN,WAS,WAS@DEN,2001_WAS,10,2001,17,10,8.5,17
CIN,CIN,NO,CINNO,11/16/2014,FALSE,11,Louisiana Superdome,NO,CIN,CIN@NO,2014_CIN,10,2014,27,10,8.5,27
CIN,CIN,NO,CINNO,11/16/2014,FALSE,11,Louisiana Superdome,NO,NO,CIN@NO,2014_NO,27,2014,27,10,-8.5,10
KC,KC,CHI,CHIKC,12/4/2011,FALSE,13,Soldier Field,CHI,CHI,KC@CHI,2011_CHI,10,2011,10,3,-9,3
KC,KC,CHI,CHIKC,12/4/2011,FALSE,13,Soldier Field,CHI,KC,KC@CHI,2011_KC,3,2011,10,3,9,10
NYG,NYG,DET,DETNYG,12/22/2013,FALSE,16,Ford Field,DET,DET,NYG@DET,2013_DET,23,2013,23,20,-9,20
NYG,NYG,DET,DETNYG,12/22/2013,FALSE,16,Ford Field,DET,NYG,NYG@DET,2013_NYG,20,2013,23,20,9,23
LVR,LVR,IND,INDLVR,1/2/2022,FALSE,17,Lucas Oil Stadium,IND,IND,LVR@IND,2021_IND,23,2021,23,20,-8.5,20
LVR,LVR,IND,INDLVR,1/2/2022,FALSE,17,Lucas Oil Stadium,IND,LVR,LVR@IND,2021_LVR,20,2021,23,20,8.5,23
CHI,CHI,KC,CHIKC,10/11/2015,FALSE,5,Arrowhead Stadium,KC,CHI,CHI@KC,2015_CHI,17,2015,18,17,9.5,18
CHI,CHI,KC,CHIKC,10/11/2015,FALSE,5,Arrowhead Stadium,KC,KC,CHI@KC,2015_KC,18,2015,18,17,-9.5,17
TB,TB,LAR,LARTB,11/26/2001,FALSE,11,Edward Jones Dome,LAR,TB,TB@LAR,2001_TB,17,2001,24,17,9.5,24
WAS,WAS,NO,NOWAS,12/17/2006,FALSE,15,Louisiana Superdome,NO,NO,WAS@NO,2006_NO,16,2006,16,10,-9.5,10
WAS,WAS,NO,NOWAS,12/17/2006,FALSE,15,Louisiana Superdome,NO,WAS,WAS@NO,2006_WAS,10,2006,16,10,9.5,16
ATL,Pick,DAL,ATLDAL,9/27/2015,FALSE,3,Cowboys Stadium,PICK,ATL,ATL@DAL,2015_ATL,28,2015,39,28,0,39
ATL,Pick,DAL,ATLDAL,9/27/2015,FALSE,3,Cowboys Stadium,PICK,DAL,ATL@DAL,2015_DAL,39,2015,39,28,0,28
TEN,Pick,CAR,CARTEN,10/19/2003,FALSE,7,Bank of America Stadium,PICK,TEN,TEN@CAR,2003_TEN,17,2003,37,17,0,37
MIA,Pick,SF,MIASF,11/28/2004,FALSE,12,Candlestick Park,PICK,MIA,MIA@SF,2004_MIA,17,2004,24,17,0,24
MIA,Pick,SF,MIASF,11/28/2004,FALSE,12,Candlestick Park,PICK,SF,MIA@SF,2004_SF,24,2004,24,17,0,17
NYJ,Pick,GB,GBNYJ,12/3/2006,FALSE,13,Lambeau Field,PICK,GB,NYJ@GB,2006_GB,38,2006,38,10,0,10
NYJ,Pick,GB,GBNYJ,12/3/2006,FALSE,13,Lambeau Field,PICK,NYJ,NYJ@GB,2006_NYJ,10,2006,38,10,0,38
DEN,Pick,NO,DENNO,12/3/2000,FALSE,14,Louisiana Superdome,PICK,DEN,DEN@NO,2000_DEN,23,2000,38,23,0,38
DET,Pick,NO,DETNO,9/3/2000,FALSE,1,Louisiana Superdome,PICK,DET,DET@NO,2000_DET,10,2000,14,10,0,14
MIA,Pick,IND,INDMIA,9/15/2002,FALSE,2,RCA Dome,PICK,MIA,MIA@IND,2002_MIA,13,2002,21,13,0,21
BAL,Pick,WAS,BALWAS,10/10/2004,FALSE,5,FedEx Field,PICK,BAL,BAL@WAS,2004_BAL,10,2004,17,10,0,17
BAL,Pick,WAS,BALWAS,10/10/2004,FALSE,5,FedEx Field,PICK,WAS,BAL@WAS,2004_WAS,17,2004,17,10,0,10
CAR,Pick,DET,CARDET,10/16/2005,FALSE,6,Ford Field,PICK,CAR,CAR@DET,2005_CAR,20,2005,21,20,0,21
CAR,Pick,DET,CARDET,10/16/2005,FALSE,6,Ford Field,PICK,DET,CAR@DET,2005_DET,21,2005,21,20,0,20
JAX,Pick,MIA,JAXMIA,12/3/2006,FALSE,13,Sun Life Stadium,PICK,JAX,JAX@MIA,2006_JAX,10,2006,24,10,0,24
JAX,Pick,MIA,JAXMIA,12/3/2006,FALSE,13,Sun Life Stadium,PICK,MIA,JAX@MIA,2006_MIA,24,2006,24,10,0,10
SEA,Pick,ATL,ATLSEA,12/3/2000,FALSE,14,Georgia Dome,PICK,SEA,SEA@ATL,2000_SEA,10,2000,30,10,0,30
DET,Pick,TB,DETTB,12/10/2017,FALSE,14,Raymond James Stadium,PICK,DET,DET@TB,2017_DET,21,2017,24,21,0,24
DET,Pick,TB,DETTB,12/10/2017,FALSE,14,Raymond James Stadium,PICK,TB,DET@TB,2017_TB,24,2017,24,21,0,21
TEN,MIN,MIN,MINTEN,9/27/2020,FALSE,3,U.S. Bank Stadium,TEN,MIN,TEN@MIN,2020_MIN,31,2020,31,30,2.5,30
TEN,MIN,MIN,MINTEN,9/27/2020,FALSE,3,U.S. Bank Stadium,TEN,TEN,TEN@MIN,2020_TEN,30,2020,31,30,-2.5,31
LAC,ARI,ARI,ARILAC,11/27/2022,FALSE,12,State Farm Stadium,LAC,ARI,LAC@ARI,2022_ARI,25,2022,25,24,2.5,24
